datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2008-06-26,RMA,cache,5,14974.54,1796.89,-2823.46,2283.26,11998.69,1.00,1.00,657.79,2.03,516.00,516.00,265.37,1680.03,724.64,238.14,1214.33,1214.33,273.13,248.73,230.72,6663.67,5970.37,7293.32,250.93,249.63,5877.08,237.69,3252.81,5183.77,1146.31,266.44,299.73,749.10,8483.91,223.17,629.59,276.67,168.08,4093.17,155.13,138.41,196.66,525.26,201.14,726.11,306.66,3769.18,428.01,71.78
2008-06-27,RMA,cache,5,15292.57,1811.02,-2715.56,2081.84,12702.70,1.00,1.00,610.29,1.80,525.23,525.23,261.80,1717.59,716.44,234.19,1183.01,1183.01,267.49,237.25,226.97,6548.12,5884.11,7113.07,247.53,246.28,5848.06,234.59,3307.80,5168.57,992.06,262.87,295.60,727.46,8601.33,220.27,627.87,273.41,166.94,4084.27,153.83,139.99,191.18,505.85,197.68,697.44,302.47,3780.81,405.02,71.53
2008-06-28,RMA,cache,5,15137.83,1802.98,-2573.16,1552.53,13217.72,1.00,1.00,633.92,1.62,540.42,540.42,258.06,1677.99,661.30,231.32,1254.21,1254.21,261.63,234.64,223.02,6572.30,5834.09,7126.74,243.50,242.31,5820.08,233.53,3438.11,5204.12,963.98,259.14,291.65,721.90,8785.64,217.99,619.31,270.20,165.35,4130.11,152.66,143.65,189.20,482.69,196.53,639.31,299.26,3798.92,382.46,72.15
2008-06-29,RMA,cache,5,15156.73,1857.87,-2460.66,2155.17,12693.95,1.00,1.00,558.29,1.54,492.47,492.47,255.39,1577.59,625.17,228.77,1187.75,1187.75,258.17,218.30,220.19,6549.89,5830.53,7115.81,240.11,238.86,5812.28,228.16,3206.00,5130.43,1013.25,256.54,289.02,692.39,8371.64,220.02,615.25,267.08,163.12,4170.78,150.99,149.04,185.87,491.05,193.73,620.28,297.50,3776.03,380.57,72.11
2008-06-30,RMA,cache,5,15003.84,1887.31,-2455.36,2271.81,12051.54,1.00,1.00,579.58,1.58,462.15,462.15,252.73,1510.71,606.86,225.31,1093.08,1093.08,254.71,208.01,217.82,6451.52,5808.46,7013.11,237.39,236.11,5798.92,222.70,3043.26,5035.16,967.00,253.94,286.43,651.09,8124.43,221.19,610.71,264.04,163.28,4138.05,150.47,155.87,180.58,488.41,189.05,593.68,296.37,3721.93,374.53,71.20
2008-07-01,RMA,cache,5,15520.42,1843.97,-2849.96,2131.62,12380.91,1.00,1.00,619.67,1.68,467.15,467.15,248.23,1507.17,576.61,221.69,1161.61,1161.61,250.32,218.08,215.13,6455.11,5774.97,7046.18,234.11,232.92,5774.40,220.10,3182.00,5054.46,920.34,249.38,281.60,627.22,8379.23,218.97,600.75,261.14,164.91,4126.06,151.75,158.93,177.46,438.41,185.72,575.68,294.97,3694.09,345.84,71.44
2008-07-02,RMA,cache,5,15920.64,1879.04,-3115.26,2306.05,10614.02,1.00,1.00,631.17,1.81,470.74,470.74,243.55,1484.03,588.62,218.57,1204.96,1204.96,246.37,224.20,212.38,6489.91,5768.24,7126.95,230.99,229.85,5760.28,217.09,3244.50,5053.20,974.58,244.58,275.71,598.64,8494.15,216.50,591.12,258.36,166.80,4135.64,153.56,160.98,177.08,399.87,184.20,600.89,293.42,3672.95,317.47,71.70
2008-07-03,RMA,cache,5,16021.45,1891.27,-5111.46,2476.83,11407.18,1.00,1.00,654.71,2.05,482.74,482.74,238.20,1444.87,616.22,215.68,1215.40,1215.40,242.44,223.60,209.14,6544.43,5772.89,7145.09,227.58,226.49,5753.02,215.33,3277.00,5047.25,1014.94,239.01,269.15,590.39,8549.08,213.80,579.99,254.65,168.74,4137.05,155.57,163.04,176.93,374.86,183.22,625.84,292.14,3645.77,293.16,71.79
2008-07-04,RMA,cache,5,15788.92,1906.62,-4278.16,2484.00,9095.49,1.00,1.00,589.54,2.41,484.51,484.51,233.87,1416.45,634.47,212.91,1200.85,1200.85,239.44,219.61,206.20,6645.11,5788.70,7250.87,224.40,223.29,5752.14,213.67,3224.04,5081.62,1036.98,234.52,263.18,609.01,8414.66,211.73,569.17,250.83,170.00,4154.44,157.56,163.48,176.81,369.10,182.07,638.68,292.10,3629.90,286.78,71.65
2008-07-05,RMA,cache,5,15465.76,1926.04,-6348.96,2265.05,8976.50,1.00,1.00,664.46,2.91,474.32,474.32,230.04,1360.33,629.47,209.91,1155.47,1155.47,237.16,214.38,203.75,6559.92,5804.22,7263.10,221.51,220.30,5757.97,212.85,3136.22,4949.54,1050.95,230.50,257.64,627.71,8247.45,207.84,561.68,246.18,170.97,4100.48,159.31,160.67,176.06,359.31,180.08,622.80,293.76,3572.10,275.45,71.29
2008-07-06,RMA,cache,5,15387.65,580.75,-6361.96,2762.78,7028.11,1.00,1.00,592.54,3.49,518.20,518.20,227.09,1326.38,614.34,206.25,1259.56,1259.56,233.98,230.39,201.09,6504.96,5755.33,7297.59,218.33,217.20,5737.48,217.91,3378.71,4975.20,1070.75,227.40,253.58,635.77,8732.88,199.01,549.61,241.24,171.80,4007.21,160.96,157.05,177.32,337.51,179.34,620.53,297.80,3487.36,270.85,70.97
2008-07-07,RMA,cache,5,15114.43,606.79,-6378.56,2923.71,6746.40,1.00,1.00,587.46,4.11,653.23,653.23,223.69,1323.01,617.22,203.04,1580.01,1580.01,230.46,274.98,198.53,6623.37,5693.40,7400.46,214.61,213.70,5699.84,232.01,4016.70,5185.68,1256.55,223.98,250.34,629.98,9794.29,189.61,529.64,236.37,172.47,3915.21,162.40,154.10,183.42,311.22,181.88,642.74,305.10,3441.17,266.78,72.22
2008-07-08,RMA,cache,5,14349.47,698.97,-6283.76,3321.69,5522.83,1.00,1.00,677.25,4.53,676.25,676.25,220.26,1279.18,620.79,202.13,1592.82,1592.82,229.38,266.87,196.84,6523.01,5669.69,7386.28,211.53,210.62,5677.75,236.42,4057.83,5030.87,1648.56,220.66,248.78,619.40,9771.59,184.66,511.49,231.96,171.30,3823.61,162.05,150.65,185.46,304.03,185.56,643.41,310.16,3373.22,267.07,73.58
2008-07-09,RMA,cache,5,13534.75,766.96,-6451.06,3374.10,4306.99,1.00,1.00,701.83,4.64,617.85,617.85,216.32,1291.98,621.92,201.85,1443.31,1443.31,228.83,240.38,195.30,6407.08,5610.91,7412.91,208.66,207.97,5642.47,232.16,3744.20,4801.09,1661.18,216.74,246.62,620.31,9235.96,183.59,497.39,227.91,169.38,3781.33,160.69,147.48,182.85,308.91,185.79,630.55,308.65,3279.98,266.29,73.12
2008-07-10,RMA,cache,5,12990.69,700.94,-6847.26,3371.99,3988.33,1.00,1.00,698.00,4.50,673.16,673.16,212.19,1438.89,621.61,201.24,1583.02,1583.02,227.38,261.96,194.39,6545.13,5524.54,7616.12,205.83,205.46,5581.21,239.79,4055.87,5024.44,1435.61,212.61,242.13,628.07,9829.95,181.09,482.46,223.84,168.70,3768.11,160.45,146.47,184.63,299.43,187.03,613.88,304.23,3256.52,261.96,72.93
2008-07-11,RMA,cache,5,12528.72,663.32,-6550.16,3473.02,3530.73,1.00,1.00,636.13,4.04,818.89,818.89,208.05,1593.24,620.39,201.83,1991.42,1991.42,227.69,321.50,194.68,6897.29,5558.15,7960.34,203.32,203.29,5565.14,258.33,4772.13,5372.46,1455.53,208.46,236.16,632.10,10835.13,177.84,465.95,219.88,168.91,3807.62,161.71,149.25,196.62,287.40,195.70,630.91,296.20,3352.13,256.37,74.58
2008-07-12,RMA,cache,5,11893.56,681.36,-6423.96,3021.86,3423.72,1.00,1.00,588.63,3.34,892.60,892.60,204.80,1671.14,620.13,203.88,2291.21,2291.21,231.54,363.89,195.79,7232.19,5749.86,8430.15,201.48,201.70,5639.27,270.36,5123.21,5616.39,1745.12,205.19,230.09,633.44,11210.69,176.73,452.46,216.15,167.78,3898.47,162.59,150.50,212.02,282.40,207.30,659.42,285.00,3474.79,250.23,75.91
2008-07-13,RMA,cache,5,10976.13,708.08,-6382.26,2411.81,2777.24,1.00,1.00,623.04,2.86,930.51,930.51,202.45,1765.61,626.19,206.00,2342.11,2342.11,236.64,379.87,197.52,7516.90,6012.59,8766.37,200.59,200.99,5778.68,277.44,5226.62,5858.16,1959.47,202.76,225.34,632.36,11353.27,176.30,444.57,212.65,166.48,3947.48,162.91,148.71,221.03,283.52,213.92,678.65,273.33,3593.90,243.23,75.83
2008-07-14,RMA,cache,5,10176.36,730.19,-6726.06,2416.81,2044.83,1.00,1.00,575.54,2.55,1123.27,1123.27,200.81,1974.33,633.61,209.27,2730.54,2730.54,242.55,484.80,201.21,8013.89,6356.71,9211.13,200.79,201.48,5990.47,304.55,5893.93,6334.41,2017.95,201.01,220.63,630.42,12218.96,174.62,436.70,209.24,169.11,4063.27,169.49,148.67,247.23,273.58,227.23,668.06,261.45,3806.15,235.80,76.39
2008-07-15,RMA,cache,5,10933.38,738.61,-6658.26,2644.01,2592.56,1.00,1.00,583.29,2.41,1378.21,1378.21,200.66,2227.06,634.86,215.24,3407.48,3407.48,251.63,687.46,207.28,8737.80,6848.94,9904.69,202.41,203.38,6313.80,344.93,6760.40,6946.11,2335.84,200.77,216.12,630.91,13246.47,173.43,428.98,206.12,172.81,4300.70,187.09,150.13,313.46,262.83,259.50,631.81,253.16,4118.31,229.13,78.09
2008-07-16,RMA,cache,5,10619.06,799.52,-6649.66,2031.17,2883.96,1.00,1.00,584.79,2.42,1531.15,1531.15,201.85,2437.96,632.93,223.00,3787.01,3787.01,262.48,831.70,214.47,9375.42,7425.67,10450.11,204.70,205.87,6712.21,375.16,7168.65,7411.40,2839.21,201.93,214.00,635.74,13673.11,173.51,425.00,203.64,174.08,4551.58,204.21,154.04,379.54,266.35,294.62,611.88,246.90,4406.74,225.00,79.37
2008-07-17,RMA,cache,5,10650.64,836.24,-6705.76,2067.53,2639.31,1.00,1.00,595.58,2.59,1698.92,1698.92,203.64,2689.43,627.03,231.80,3957.95,3957.95,274.59,903.47,223.08,9858.61,7939.35,10783.50,207.96,209.42,7108.67,408.05,7455.16,7813.40,3113.37,203.68,213.55,643.09,13991.88,173.69,422.66,202.07,176.06,4749.11,217.69,158.66,420.09,273.72,318.34,597.39,240.03,4676.19,222.77,79.66
2008-07-18,RMA,cache,5,11331.49,776.91,-6969.46,2013.30,3445.71,1.00,1.00,583.63,2.83,2052.76,2052.76,206.71,3031.71,618.30,244.51,4502.43,4502.43,292.02,1101.97,235.05,10479.07,8421.47,11453.96,213.10,214.98,7512.09,477.68,8247.70,8415.50,3282.54,206.68,213.23,645.97,14962.29,174.03,416.88,201.54,182.97,5005.73,254.04,161.48,500.65,262.48,362.97,586.07,235.09,5024.21,220.41,80.50
2008-07-19,RMA,cache,5,11834.62,726.40,-6826.36,2082.99,4428.63,1.00,1.00,604.58,3.11,2285.50,2285.50,210.78,3270.09,610.95,260.23,4944.98,4944.98,312.24,1242.19,249.53,11087.96,8882.30,12197.08,219.59,222.00,7899.18,542.78,8778.25,8910.88,3755.28,210.69,213.73,641.60,15481.40,175.29,409.34,202.11,189.51,5287.67,273.56,160.76,561.58,254.67,407.03,587.42,231.75,5291.87,219.80,81.66
2008-07-20,RMA,cache,5,11671.88,693.03,-6253.46,1894.22,4760.33,1.00,1.00,583.39,3.35,2343.31,2343.31,215.85,3477.84,604.97,273.59,5198.66,5198.66,331.79,1331.22,260.75,11631.65,9280.15,12873.10,227.83,230.94,8285.59,580.14,8988.79,9367.71,4273.30,215.71,214.84,636.50,15680.75,177.02,401.10,203.70,196.55,5601.94,281.35,158.73,598.20,255.25,439.93,590.78,227.61,5523.96,220.16,81.90
2008-07-21,RMA,cache,5,11956.88,685.39,-5926.06,1841.80,4710.31,1.00,1.00,570.63,3.50,2381.47,2381.47,222.44,3716.96,600.59,287.16,5566.17,5566.17,351.63,1497.74,272.51,12104.28,9681.00,13463.96,236.90,240.61,8700.32,607.19,9271.11,9792.77,4643.90,222.29,216.74,632.69,15896.95,179.05,392.04,206.11,203.20,5937.59,293.72,156.55,664.51,252.49,487.64,590.99,223.73,5777.11,221.13,82.32
2008-07-22,RMA,cache,5,10747.47,658.79,-6317.46,1106.33,4119.99,1.00,1.00,604.67,3.49,2386.73,2386.73,229.05,3952.56,597.64,300.07,5344.69,5344.69,366.44,1407.75,281.45,12057.59,10023.93,13569.40,244.33,248.43,9035.76,608.29,9155.82,9778.00,5146.36,228.89,219.75,627.03,15900.92,180.79,387.16,209.50,202.03,6159.07,269.74,155.11,642.69,257.60,487.16,592.77,220.60,5919.91,222.02,82.67
2008-07-23,RMA,cache,5,11064.88,650.89,-6418.26,1410.18,4363.18,1.00,1.00,621.13,3.36,2424.53,2424.53,234.93,4235.65,596.07,311.73,5019.00,5019.00,380.23,1207.59,289.91,11828.74,10199.73,13371.59,250.65,254.94,9245.82,613.50,9022.21,9610.05,4901.92,234.68,223.09,620.88,15902.60,182.04,384.40,214.29,200.72,6299.65,239.95,152.86,574.72,261.01,465.05,591.37,217.74,6012.81,222.07,82.46
2008-07-24,RMA,cache,5,12428.17,634.07,-6165.36,1547.46,5617.21,1.00,1.00,612.21,3.01,2313.56,2313.56,240.57,4508.98,593.86,321.94,4741.78,4741.78,393.93,1004.61,298.28,11609.56,10236.36,13305.42,257.81,262.38,9376.26,608.44,8702.94,9402.48,4544.62,240.15,226.43,616.52,15534.47,183.06,382.32,220.23,198.15,6494.29,216.53,151.26,513.62,261.14,445.01,584.64,215.80,6062.58,223.08,82.28
2008-07-25,RMA,cache,5,13871.59,473.80,-6110.76,1537.64,7489.26,1.00,1.00,581.04,2.65,2108.57,2108.57,246.89,4649.19,591.26,330.02,4409.68,4409.68,406.52,818.61,303.33,11457.65,10198.82,13123.59,265.51,270.31,9471.33,589.84,8244.93,9308.75,4273.27,246.31,230.01,613.86,15022.99,183.47,379.95,226.47,193.67,6658.38,197.53,154.38,452.40,260.13,419.50,585.27,215.02,6129.13,224.77,81.64
2008-07-26,RMA,cache,5,15726.54,385.97,-5526.06,1509.14,9469.80,1.00,1.00,599.54,2.36,2060.25,2060.25,253.86,4729.17,589.62,338.07,4278.10,4278.10,420.81,730.45,308.09,11509.28,10190.33,13086.17,273.14,278.05,9577.47,590.95,8155.89,9496.68,3988.24,253.20,234.02,613.15,15039.27,183.26,373.27,232.24,192.23,6793.18,188.82,158.75,411.60,253.82,401.43,594.66,214.42,6310.37,227.26,81.14
2008-07-27,RMA,cache,5,18445.75,323.41,-5345.16,1557.40,12111.30,1.00,1.00,583.92,1.84,2117.22,2117.22,261.56,4789.84,586.77,346.44,4352.97,4352.97,436.32,707.56,312.43,11754.23,10307.20,13262.70,281.02,285.94,9735.39,607.56,8324.77,9799.76,3875.92,260.89,238.89,614.48,15343.14,182.93,363.64,237.85,194.59,7022.34,184.43,161.66,391.65,248.01,395.17,603.70,213.77,6581.21,230.61,81.20
2008-07-28,RMA,cache,5,21160.09,287.38,-5298.16,1640.42,14584.07,1.00,1.00,591.08,1.58,2123.20,2123.20,268.99,4823.28,580.24,354.25,4405.20,4405.20,449.79,690.99,315.43,12069.30,10558.05,13457.56,287.45,292.27,9951.89,615.33,8378.23,10054.00,3900.57,268.38,244.05,617.21,15469.27,182.94,353.47,243.69,197.78,7311.47,181.38,165.60,379.62,245.29,390.98,607.58,212.88,6867.86,234.54,81.39
2008-07-29,RMA,cache,5,22649.80,303.08,-5413.16,1308.52,16363.39,1.00,1.00,573.42,1.45,1791.73,1791.73,274.12,4688.13,578.25,355.45,3719.94,3719.94,452.53,492.12,312.30,11958.90,10762.23,13250.34,289.72,294.35,10129.32,555.49,7389.42,9782.99,3824.50,273.61,248.64,618.29,14241.07,182.81,349.13,249.95,192.31,7493.96,171.51,169.70,333.07,246.94,365.35,609.09,211.54,6908.11,237.69,80.93
2008-07-30,RMA,cache,5,23422.78,356.72,-5482.56,1089.86,17058.58,1.00,1.00,573.25,1.49,1483.13,1483.13,276.37,4580.53,582.73,349.01,2846.08,2846.08,447.35,347.36,302.54,11554.99,10729.51,12550.11,289.11,293.54,10209.88,495.08,6325.33,9462.82,3148.68,276.12,252.30,616.02,12977.53,181.93,348.71,256.55,188.60,7487.14,169.09,169.98,281.53,250.93,321.92,609.07,210.53,6879.41,240.34,78.66
2008-07-31,RMA,cache,5,23365.66,544.52,-5787.46,1548.36,16732.71,1.00,1.00,630.04,1.66,1314.80,1314.80,276.00,4500.38,585.74,339.38,2380.44,2380.44,439.42,301.39,292.80,11187.06,10534.73,11834.47,286.38,290.52,10192.56,464.49,5763.78,9246.80,2356.18,275.97,255.31,612.03,12371.00,181.05,346.70,263.20,188.95,7453.23,170.51,169.01,259.31,251.00,297.29,605.94,210.18,6884.91,242.77,76.88
2008-08-01,RMA,cache,5,26380.04,744.56,-5801.16,1556.88,19926.11,1.00,1.00,639.08,2.12,1212.62,1212.62,273.76,4310.72,587.16,329.56,2248.76,2248.76,430.67,298.68,283.94,10953.14,10311.90,11373.93,282.20,286.12,10123.63,449.43,5557.44,9106.40,1946.24,273.93,257.04,608.19,12124.68,180.53,344.18,268.81,190.40,7461.41,171.49,169.31,250.40,252.19,281.52,598.91,210.50,6919.10,245.26,76.28
2008-08-02,RMA,cache,5,25248.96,1077.62,-5783.36,1617.68,18910.94,1.00,1.00,662.96,2.81,1004.93,1004.93,269.96,3867.22,591.06,319.62,1843.34,1843.34,419.44,263.30,273.89,10477.24,10085.26,10859.78,275.77,279.32,10021.84,408.97,4774.46,8639.19,1808.42,270.24,256.98,605.71,11004.22,180.15,347.86,272.53,187.26,7440.19,170.91,168.48,243.05,259.14,269.43,594.97,210.14,6802.30,246.04,75.56
2008-08-03,RMA,cache,5,23345.00,1586.30,-5925.76,1739.84,17421.82,1.00,1.00,572.33,3.88,799.06,799.06,264.56,3399.60,607.98,306.48,1416.07,1416.07,405.61,234.18,262.23,9797.03,9756.26,10081.55,268.41,271.77,9852.97,367.38,3906.85,8035.84,1503.38,265.04,255.09,604.62,9748.42,179.50,359.70,274.42,183.68,7340.45,170.64,167.48,229.84,272.52,251.34,617.02,209.49,6572.79,245.65,73.67
2008-08-04,RMA,cache,5,21570.49,2039.33,-5919.76,1726.74,16271.99,1.00,1.00,598.46,4.96,681.25,681.25,258.13,3050.48,623.25,292.44,1258.22,1258.22,390.85,231.60,251.24,9134.94,9343.16,9337.60,260.77,264.02,9617.16,344.01,3534.97,7494.16,1213.16,258.73,252.17,602.92,9297.32,178.66,378.94,274.61,182.40,7206.76,170.78,168.14,219.45,285.94,236.44,622.27,208.77,6328.89,244.05,72.18
2008-08-05,RMA,cache,5,19920.70,2324.13,-5824.56,1935.04,14592.11,1.00,1.00,608.17,5.82,612.97,612.97,251.28,2675.23,600.15,279.71,1236.92,1236.92,377.71,232.99,242.48,8558.25,8903.25,8749.37,253.78,257.20,9336.62,326.78,3385.61,6961.81,1167.05,252.00,248.34,614.22,8919.75,177.84,412.17,273.28,182.17,7086.67,171.11,168.84,212.76,304.67,227.18,593.43,207.83,6058.92,244.03,71.82
2008-08-06,RMA,cache,5,18137.76,2427.99,-5934.16,1928.92,13093.80,1.00,1.00,606.63,6.14,542.71,542.71,245.59,2280.77,602.20,270.31,1041.26,1041.26,367.02,215.37,234.91,7938.82,8456.88,8161.15,246.50,249.33,9040.27,299.22,2908.88,6344.47,1221.83,246.11,244.79,606.07,8102.25,177.61,462.21,271.38,179.22,6942.78,170.82,168.90,206.00,320.07,220.46,603.70,206.63,5768.87,244.14,71.52
2008-08-07,RMA,cache,5,16570.53,2534.95,-5743.30,1990.91,11698.85,1.00,1.00,606.71,6.01,487.52,487.52,240.82,2051.70,606.91,260.83,910.05,910.05,355.43,209.39,228.33,7407.36,7971.59,7644.74,240.84,243.31,8681.48,278.12,2596.09,5851.53,1000.49,241.23,240.85,599.14,7577.36,177.49,505.58,268.80,177.20,6807.51,170.79,168.52,197.55,325.38,210.56,606.94,206.10,5486.03,238.87,70.03
2008-08-08,RMA,cache,5,15035.93,2609.47,-5575.48,1921.02,10308.36,1.00,1.00,606.88,5.41,444.34,444.34,236.24,1907.92,606.74,252.85,869.05,869.05,343.93,207.01,222.25,7008.61,7479.78,7290.96,235.39,237.28,8301.20,260.90,2386.10,5444.54,862.04,236.61,237.14,605.52,7077.89,177.65,531.00,265.48,175.82,6681.35,170.62,167.72,191.56,335.65,207.44,606.75,205.54,5279.28,235.17,69.96
2008-08-09,RMA,cache,5,13436.23,2718.62,-5603.35,1863.62,8990.99,1.00,1.00,610.75,4.50,407.37,407.37,232.47,1754.57,607.33,245.22,765.47,765.47,332.59,200.37,217.64,6569.80,6990.21,6840.75,230.30,231.63,7919.53,246.22,2166.87,5096.45,791.25,232.80,234.41,607.17,6581.52,178.27,546.50,262.04,174.30,6300.59,170.26,167.29,189.76,338.71,204.73,607.47,205.06,5046.34,231.22,68.86
2008-08-10,RMA,cache,5,11921.29,2867.65,-5562.70,1777.71,8221.06,1.00,1.00,598.92,3.52,422.31,422.31,228.11,1687.68,607.97,237.41,808.11,808.11,318.98,208.85,214.17,6303.09,6497.33,6633.15,225.39,226.47,7491.57,242.26,2413.84,5005.54,691.70,228.48,230.49,607.53,7095.42,178.64,551.77,258.60,174.39,5752.46,170.59,167.49,191.14,334.73,203.33,607.69,205.36,4805.43,229.87,68.92
2008-08-11,RMA,cache,5,10654.79,3108.27,-5122.78,2049.59,7301.65,1.00,1.00,637.21,2.64,489.53,489.53,223.75,1663.98,607.97,231.53,1018.90,1018.90,304.83,236.48,212.23,6251.45,6117.68,6695.73,221.25,222.23,7089.67,243.67,2983.85,5051.93,709.81,224.11,227.17,608.14,8050.87,179.08,555.06,255.12,175.51,5307.54,172.10,168.66,197.40,340.93,205.02,609.17,206.16,4624.97,232.38,70.26
2008-08-12,RMA,cache,5,9776.49,3966.47,-4741.21,2249.67,7115.41,1.00,1.00,553.46,2.16,625.17,625.17,220.10,1710.40,610.76,227.62,1445.99,1445.99,292.15,302.04,211.41,6547.42,5947.16,7006.18,218.28,219.24,6737.90,250.09,3799.05,5318.19,849.33,220.42,224.84,609.14,9280.87,179.99,562.82,251.62,177.51,5070.74,177.23,170.16,211.78,354.02,209.76,606.63,208.45,4543.68,239.70,71.84
2008-08-13,RMA,cache,5,9236.67,4218.21,-4690.12,2213.63,6750.87,1.00,1.00,544.96,2.08,829.02,829.02,217.42,1784.23,566.44,225.46,1983.75,1983.75,282.32,407.43,211.61,7059.81,6035.49,7546.47,216.10,217.01,6539.70,262.56,4703.87,5725.60,1140.60,217.70,222.81,609.14,10599.80,181.62,573.65,247.72,179.74,4894.30,188.58,171.00,238.96,381.26,219.54,562.86,212.91,4556.07,264.98,73.95
2008-08-14,RMA,cache,5,7926.59,4450.17,-4757.60,2229.20,5831.97,1.00,1.00,564.46,2.20,1028.57,1028.57,215.78,1875.88,551.48,224.57,2484.12,2484.12,275.78,531.45,212.48,7659.47,6308.19,8221.35,214.67,215.50,6517.05,278.94,5409.79,6175.94,1499.46,216.04,221.88,571.86,11528.35,184.59,573.58,243.17,181.51,4813.50,205.90,172.81,274.91,478.28,233.22,552.82,219.31,4627.30,336.61,75.30
2008-08-15,RMA,cache,5,7397.67,4592.52,-4628.04,2030.79,8461.33,1.00,1.00,584.75,2.54,1170.51,1170.51,215.19,1978.59,566.56,224.46,2894.16,2894.16,271.65,651.56,213.72,8191.82,6653.21,8807.76,214.15,214.92,6609.31,294.37,5922.84,6563.60,1880.01,215.45,224.09,556.76,12085.48,189.09,554.93,238.59,182.92,4802.08,225.36,174.27,311.89,519.49,247.98,568.80,227.13,4696.38,421.32,76.66
2008-08-16,RMA,cache,5,6707.11,4685.02,-1807.18,1921.90,5215.78,1.00,1.00,568.46,2.99,1238.42,1238.42,215.42,2122.55,577.80,224.26,3114.35,3114.35,269.32,733.73,214.86,8610.37,6973.37,9298.53,214.25,214.96,6756.40,302.38,6186.56,6887.90,2232.13,215.66,228.07,568.24,12311.26,195.74,546.00,235.17,183.59,4826.25,240.78,175.79,341.83,472.15,260.26,577.63,237.97,4758.44,402.30,77.28
2008-08-17,RMA,cache,5,6148.89,4784.56,-4585.04,1691.47,4967.34,1.00,1.00,618.29,3.50,1318.30,1318.30,215.29,2330.74,584.67,224.49,3494.78,3494.78,268.34,858.24,215.95,9088.68,7294.60,9799.30,214.93,215.72,6950.35,317.12,6610.97,7265.06,2502.83,215.50,224.89,578.05,12756.28,202.96,551.65,231.95,185.27,4933.71,265.30,180.82,387.07,424.74,283.91,587.16,252.78,4870.00,349.95,78.20
2008-08-18,RMA,cache,5,5974.76,4759.90,-4558.47,1079.21,5668.19,1.00,1.00,603.91,3.92,1229.41,1229.41,215.64,2436.51,606.97,224.79,3351.45,3351.45,268.81,837.11,216.07,9208.10,7567.67,10050.78,215.50,216.23,7153.45,310.43,6357.93,7302.05,2889.09,215.83,223.47,585.75,12317.83,214.32,561.29,228.13,186.18,5070.31,254.12,188.08,388.21,428.81,287.42,608.06,263.81,4887.32,347.62,78.73
2008-08-19,RMA,cache,5,5855.18,4619.28,-4245.22,840.61,6833.16,1.00,1.00,603.08,3.95,1145.38,1145.38,216.25,2561.22,605.78,223.78,3013.46,3013.46,267.95,765.76,215.53,9029.61,7693.97,9995.04,215.86,216.46,7300.66,295.87,5960.68,7185.22,2810.01,216.42,223.74,604.03,11814.09,227.78,577.13,225.13,187.97,5173.13,235.98,193.19,371.53,433.10,281.57,605.35,279.84,4867.22,353.83,77.81
2008-08-20,RMA,cache,5,5864.35,4395.51,-3026.28,633.85,5334.40,1.00,1.00,621.67,3.89,1034.05,1034.05,216.96,2704.14,608.30,222.65,2759.69,2759.69,266.19,696.34,215.47,8739.74,7706.37,9833.40,216.33,216.80,7378.56,281.76,5570.47,6956.38,2604.61,217.16,224.15,604.91,11372.82,242.13,587.02,223.78,191.43,5270.13,224.17,194.77,356.29,469.33,274.10,608.90,294.52,4844.58,378.69,77.28
2008-08-21,RMA,cache,5,6083.49,4110.39,-4503.61,837.77,3191.14,1.00,1.00,588.71,3.75,971.54,971.54,217.39,2788.96,609.78,221.94,2579.43,2579.43,264.64,646.11,216.28,8510.42,7653.38,9644.28,217.36,217.79,7407.22,275.15,5320.68,6787.29,2438.03,217.55,223.97,607.72,11128.01,254.75,588.37,222.90,195.93,5343.77,218.31,194.00,346.29,449.59,269.51,608.94,297.67,4840.94,306.38,76.50
2008-08-22,RMA,cache,5,6274.54,4162.30,-6367.35,613.43,4554.36,1.00,1.00,575.46,3.41,1045.75,1045.75,218.37,2842.88,589.92,222.57,2646.16,2646.16,263.91,656.06,218.66,8467.30,7604.75,9715.86,219.24,219.64,7416.55,285.17,5511.19,6804.21,2342.60,218.47,225.09,607.06,11470.57,260.53,590.28,221.89,199.96,5371.68,222.80,193.77,353.69,407.64,274.26,588.36,278.78,4885.91,259.16,76.49
2008-08-23,RMA,cache,5,6631.87,3786.57,-5477.86,1026.88,4089.36,1.00,1.00,570.33,3.02,1261.82,1261.82,220.57,2917.44,576.33,225.61,3121.93,3121.93,265.53,780.96,223.36,8743.91,7641.92,10120.45,221.84,222.22,7449.79,316.14,6240.81,7111.28,2415.71,220.65,227.66,590.04,12490.79,260.71,583.77,220.86,203.67,5436.23,245.20,194.94,398.12,393.66,296.99,575.75,273.03,5003.25,257.17,77.26
