datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1991-04-18,dsm2,base,5,8405.00,7839.00,642.00,6543.31,-423.94,1.00,1.00,1633.00,1.95,3.30,2.01,2.91,1754.18,1754.18,291.75,3207.48,637.30,319.83,3953.07,3953.07,382.04,1022.28,297.19,4427.88,4079.79,11680.69,292.99,293.53,2936.95,568.34,6594.11,19812.66,6239.90,4353.56,291.69,303.20,1193.57,11410.93,255.92,473.57,307.02,275.50,2889.05,226.39,198.18,523.38,396.08,442.73,1264.72,291.69,1950.96,344.10,79.40
1991-04-19,dsm2,base,5,8254.00,7740.00,632.00,6337.30,-216.53,1.00,1.00,1544.45,2.38,3.53,2.88,3.05,1836.38,1836.38,296.72,3510.20,635.89,330.08,4125.93,4125.93,407.11,1087.07,303.79,4735.78,4271.53,12098.05,299.11,299.76,2917.10,596.61,6824.51,19766.11,6543.57,4467.52,296.68,306.29,1240.19,11592.30,256.48,461.18,307.79,279.68,3003.86,226.70,209.95,561.05,405.83,469.22,1208.39,290.98,2066.82,378.41,79.40
1991-04-20,dsm2,base,5,7962.00,7434.00,649.00,4015.76,3308.42,1.00,1.00,1382.80,2.94,3.69,4.02,3.06,2171.20,2171.20,301.29,3808.56,632.85,345.03,4839.95,4839.95,437.96,1367.25,312.77,5260.59,4561.84,12841.31,306.74,307.59,2965.34,698.49,7670.21,21226.58,7485.58,4861.66,301.20,305.95,1260.00,12694.69,257.59,448.56,309.55,293.86,3377.06,240.56,210.06,687.61,374.08,554.10,1305.96,291.48,2224.74,352.38,79.40
1991-04-21,dsm2,base,5,7291.00,6750.00,861.00,4193.48,2225.46,1.00,1.00,1242.58,3.57,3.74,5.18,3.03,2515.18,2515.18,307.10,4045.07,634.86,367.99,5455.14,5455.14,475.41,1688.42,327.10,5794.59,4926.29,13675.80,316.91,318.17,3074.35,809.86,8476.83,22235.92,8372.90,5396.77,306.96,307.96,1255.23,13695.88,260.70,442.73,312.14,309.62,4191.25,261.74,211.20,836.29,372.36,647.43,1392.55,291.21,2432.81,366.22,84.00
1991-04-22,dsm2,base,5,7158.00,6624.00,965.00,3769.74,1539.03,1.00,1.00,1117.49,3.96,3.89,6.15,3.10,2749.72,2749.72,316.92,4435.82,667.61,396.96,5979.19,5979.19,519.91,1967.20,346.93,6408.58,5380.64,14476.56,331.57,333.81,3220.51,903.43,9057.39,22581.87,9131.37,5753.29,316.77,314.57,1252.56,14371.51,265.37,439.93,316.94,324.97,4964.71,287.11,214.59,973.69,412.51,747.40,1452.09,294.11,2667.71,443.43,84.20
1991-04-23,dsm2,base,5,7400.00,6885.00,907.00,3256.55,2776.91,1.00,1.00,1087.12,4.20,3.98,6.80,3.12,3172.42,3172.42,330.99,4938.51,714.44,434.94,6674.89,6674.89,567.82,2344.72,372.53,7216.46,5920.28,15238.40,351.61,354.55,3473.32,1047.99,9925.24,23510.32,10060.26,6356.18,330.51,318.71,1294.42,15305.61,272.55,438.70,323.02,347.63,5943.22,337.59,215.33,1169.39,548.01,881.59,1316.86,297.74,2948.09,490.29,84.20
1991-04-24,dsm2,base,5,7179.00,6651.00,1070.00,4083.98,2272.70,1.00,1.00,1182.65,4.36,3.87,6.92,3.06,3553.14,3553.14,347.08,5503.70,769.46,479.75,7345.77,7345.77,616.44,2699.43,402.99,8011.90,6598.43,16040.01,376.83,379.57,3787.06,1197.25,10670.85,24058.71,10817.59,7001.41,346.49,325.64,1334.86,16087.30,280.77,440.07,329.94,371.90,6804.67,386.69,212.12,1361.08,633.95,1024.08,1188.05,299.85,3232.11,532.16,84.20
1991-04-25,dsm2,base,5,7388.00,6813.00,1140.00,5018.43,1554.82,1.00,1.00,1033.53,4.04,3.81,6.26,3.06,3630.03,3630.03,364.80,6203.92,876.75,514.11,7548.55,7548.55,660.84,2776.71,432.23,8654.38,7350.79,16329.52,402.56,404.68,4070.11,1234.35,10871.22,23612.15,11234.04,7219.03,364.07,333.28,1331.14,16000.18,287.68,444.00,338.34,385.91,7281.07,399.41,213.21,1420.19,667.41,1073.24,1105.23,301.84,3493.74,548.07,84.20
1991-04-26,dsm2,base,5,7124.00,6498.00,1130.00,5047.42,843.40,1.00,1.00,879.55,3.58,3.68,5.29,2.95,3692.34,3692.34,389.44,6796.97,978.30,546.05,7769.47,7769.47,710.19,2862.20,458.97,9309.00,8028.86,16313.23,428.75,433.26,4278.92,1255.56,11071.11,23365.38,11531.47,7317.71,388.47,341.92,1270.85,15949.91,294.04,446.06,348.60,400.51,7627.33,394.49,218.20,1456.66,665.73,1099.18,1153.19,303.03,3805.87,516.19,84.20
1991-04-27,dsm2,base,5,6841.00,6219.00,1120.00,4418.38,686.11,1.00,1.00,739.50,3.09,3.47,4.15,2.84,3744.37,3744.37,413.26,7160.36,1044.84,575.93,7893.98,7893.98,755.73,2908.27,484.18,9710.92,8612.25,16258.05,456.76,460.02,4391.01,1264.54,11179.50,22944.28,11822.43,7504.63,412.53,354.26,1202.62,15809.70,300.00,446.17,361.70,411.50,7683.58,385.73,222.31,1465.49,678.07,1114.46,1068.46,307.61,4100.51,488.55,84.20
1991-04-28,dsm2,base,5,6522.00,5904.00,1230.00,4440.38,57.01,1.00,1.00,653.07,2.63,3.40,3.19,2.89,3593.88,3593.88,436.84,7409.98,1077.46,594.22,7684.65,7684.65,788.70,2775.51,505.05,9859.77,9027.98,15980.16,477.91,481.70,4228.65,1222.02,10953.58,22222.82,11828.16,7562.93,436.41,369.23,1165.33,15259.78,303.36,447.46,379.70,415.19,7359.70,346.77,223.20,1396.19,662.44,1057.96,925.64,314.01,4390.09,489.40,84.20
1991-04-29,dsm2,base,5,6290.00,5679.00,1650.00,4280.90,335.44,1.00,1.00,628.01,2.26,3.42,2.49,2.95,3524.49,3524.49,458.82,7571.88,1013.41,609.71,7643.84,7643.84,815.97,2764.69,522.49,9940.92,9280.40,15773.97,495.93,500.28,4090.56,1199.01,10877.28,22038.34,11847.96,7665.12,458.12,383.73,1112.61,15054.60,305.96,454.04,402.15,420.96,7215.46,339.26,231.17,1392.07,658.62,1072.43,771.59,322.81,4618.41,477.28,84.20
1991-04-30,dsm2,base,5,5784.00,5184.00,1840.00,3703.94,839.51,1.00,1.00,639.99,2.07,3.32,2.19,2.86,3570.77,3570.77,480.24,7625.68,814.33,629.28,7749.95,7749.95,846.61,2865.86,539.78,10068.45,9450.55,15853.70,513.24,517.13,4330.40,1219.84,10973.95,22628.76,11791.02,8000.80,479.23,397.86,1002.33,15282.44,309.16,472.62,425.00,433.93,7170.94,353.14,229.12,1438.33,618.15,1104.60,662.79,329.62,4842.15,498.34,84.20
1991-05-01,dsm2,base,5,4862.00,4257.00,2000.00,2407.43,1728.80,1.00,1.00,649.00,2.08,3.30,2.31,2.89,3393.27,3393.27,485.27,7659.67,665.54,638.41,7663.54,7663.54,858.30,2893.89,550.48,10092.45,9587.34,16019.92,524.15,526.81,4545.31,1174.12,10822.73,22406.01,11553.71,8257.12,483.58,404.95,834.82,15225.84,309.07,524.78,446.24,429.98,6906.55,340.21,222.40,1416.23,784.91,1092.43,644.81,333.87,4931.86,643.75,84.20
1991-05-02,dsm2,base,5,5426.00,4824.00,1940.00,2652.96,2448.84,0.49,1.00,578.04,2.29,3.42,2.62,2.93,3356.75,3356.75,494.81,7788.40,646.24,651.67,7692.78,7692.78,875.88,2948.97,562.46,10213.91,9699.19,16206.18,535.55,539.08,4676.77,1185.96,10862.59,22718.56,11574.55,8135.05,493.28,409.01,728.92,15418.88,311.81,621.28,464.21,433.99,6873.17,354.64,216.44,1456.70,675.17,1120.37,647.58,337.53,4990.64,474.96,84.20
1991-05-03,dsm2,base,5,5228.00,4662.00,1580.00,3644.44,-63.47,0.43,1.00,507.06,2.54,3.51,3.13,2.92,3906.33,3906.33,524.71,7923.81,642.51,685.31,8223.57,8223.57,923.92,3272.90,583.53,10453.10,9870.94,16660.74,557.32,561.58,5157.85,1352.94,11456.46,23888.02,11899.56,8413.95,523.32,427.04,693.03,16123.92,322.14,662.73,477.77,482.70,7045.53,385.57,213.07,1658.46,611.12,1260.74,608.99,337.40,5192.03,511.75,86.20
1991-05-04,dsm2,base,5,6294.00,5769.00,1280.00,1864.40,2000.66,1.00,1.00,436.24,2.76,3.52,3.58,2.89,4292.72,4292.72,526.88,7991.25,606.43,714.05,8724.58,8724.58,958.29,3609.47,604.79,10730.33,10141.25,17194.44,573.98,578.78,5615.78,1492.46,11953.77,24668.91,12343.74,8898.80,526.26,431.74,688.10,16816.94,335.35,656.06,489.22,519.32,7326.02,425.36,210.45,1826.83,530.82,1387.59,567.41,342.43,5426.31,444.99,88.80
1991-05-05,dsm2,base,5,6784.00,6264.00,1080.00,3158.90,893.92,1.00,1.00,365.27,2.94,3.54,3.85,2.92,4509.69,4509.69,543.19,8219.30,581.95,748.74,8960.24,8960.24,1002.43,3751.42,629.47,10979.78,10428.61,17608.86,594.08,597.87,5854.01,1596.02,12275.87,24932.41,12732.06,9067.53,541.75,443.47,677.69,17243.27,347.92,641.01,506.64,543.15,7549.19,448.45,209.20,1941.49,488.81,1457.41,519.91,347.95,5574.80,439.27,89.00
1991-05-06,dsm2,base,5,7282.00,6723.00,980.00,3979.38,394.48,1.00,1.00,472.58,3.04,3.56,4.03,2.90,4779.05,4779.05,570.44,8570.26,569.31,793.60,9296.91,9296.91,1057.01,3939.64,662.13,11284.50,10710.65,17932.97,624.28,629.74,6055.23,1720.52,12684.04,25337.79,13183.19,9220.34,568.86,459.08,654.67,17673.71,361.79,613.95,522.28,573.28,7927.28,477.01,209.54,2090.13,498.96,1572.15,475.67,353.73,5741.47,459.65,89.00
1991-05-07,dsm2,base,5,6860.00,6264.00,913.00,4541.37,-692.75,1.00,1.00,591.52,3.11,3.57,4.16,2.95,5185.38,5185.38,603.72,8866.44,568.12,848.19,9724.07,9724.07,1124.25,4203.98,699.38,11627.25,11004.26,18278.02,660.25,668.29,6292.03,1912.07,13169.04,25770.21,13574.84,9649.81,601.91,483.45,621.84,18142.21,381.44,583.48,535.35,619.81,8370.16,507.35,206.25,2236.43,506.11,1709.58,438.99,358.42,5956.36,472.01,89.00
1991-05-08,dsm2,base,5,6968.00,6363.00,875.00,3479.38,426.69,1.00,1.00,634.82,3.06,3.65,4.03,3.12,5448.17,5448.17,635.27,9170.14,559.14,900.46,10038.59,10038.59,1186.34,4354.79,744.87,11989.83,11330.05,18588.17,695.96,701.52,6497.42,2049.55,13547.24,25981.50,13947.30,9926.16,633.04,500.65,593.25,18447.40,397.13,556.34,553.99,655.96,8703.32,535.02,199.88,2336.52,502.58,1790.41,423.15,365.56,6180.18,478.38,89.00
1991-05-09,dsm2,base,5,6463.00,5859.00,852.00,2946.86,832.65,1.00,1.00,695.75,2.95,3.71,3.85,3.15,5790.96,5790.96,657.22,9530.31,546.99,954.45,10556.44,10556.44,1253.72,4655.54,783.94,12341.93,11654.97,18939.63,734.66,742.56,6791.56,2211.02,14009.27,26598.85,14294.00,10336.70,655.88,507.90,575.50,18935.23,415.81,537.21,579.84,701.80,9189.46,589.50,199.66,2533.55,490.04,1938.02,497.34,373.89,6445.33,476.24,89.00
1991-05-10,dsm2,base,5,7145.00,6579.00,784.00,4325.83,-133.40,1.00,1.00,722.88,2.76,3.54,3.42,2.97,6138.20,6138.20,697.86,9902.17,543.18,1020.35,10930.56,10930.56,1348.33,4916.84,839.81,12672.17,11965.83,19321.27,777.97,786.77,7151.13,2359.53,14431.76,27324.64,14602.55,10728.87,695.80,532.06,546.91,19371.16,435.94,521.09,608.68,747.50,9556.71,620.67,205.53,2722.45,475.23,2090.20,590.21,381.40,6718.72,481.78,89.00
1991-05-11,dsm2,base,5,6553.00,6030.00,750.00,3890.40,-257.10,1.00,1.00,733.35,2.50,3.42,2.98,2.94,6182.92,6182.92,751.99,10299.91,555.18,1080.92,10977.93,10977.93,1423.32,4888.86,890.14,12865.73,12271.88,19511.46,831.78,841.04,7095.50,2434.38,14479.93,26439.68,14742.29,10941.11,750.57,570.33,527.50,19349.45,453.01,504.53,634.91,777.54,9548.71,573.20,202.40,2699.78,487.84,2113.23,625.16,394.51,6797.87,498.27,89.00
1991-05-12,dsm2,base,5,5749.00,5247.00,774.00,3737.32,-753.96,1.00,1.00,743.75,2.23,3.46,2.51,3.04,6162.03,6162.03,787.80,10639.33,561.15,1123.22,10995.60,10995.60,1503.68,4850.91,933.00,12986.83,12519.40,19454.79,868.64,879.51,6868.78,2428.04,14547.85,26256.22,14882.95,10934.34,786.20,588.51,542.84,19079.50,464.06,492.88,663.97,801.22,9235.26,547.54,197.51,2654.45,509.63,2083.62,675.22,399.75,7007.58,517.71,89.00
1991-05-13,dsm2,base,5,6093.00,5616.00,784.00,3029.33,1202.52,1.00,1.00,754.15,1.95,3.51,1.96,3.10,6355.90,6355.90,825.87,10827.48,568.79,1169.94,11295.89,11295.89,1582.02,5045.29,974.47,13151.01,12507.81,19507.32,907.63,917.03,6949.15,2493.97,14770.89,26656.71,15058.87,11090.80,823.12,607.91,571.57,19224.55,475.33,479.65,703.63,840.11,9045.88,561.17,191.86,2769.46,524.37,2171.67,711.75,408.05,7232.54,534.61,89.00
1991-05-14,dsm2,base,5,5299.00,4770.00,708.00,1967.83,993.83,1.00,1.00,764.55,1.68,3.54,1.59,3.11,6514.86,6514.86,867.73,10893.00,576.55,1215.01,11462.69,11462.69,1657.21,5120.37,1012.08,13247.42,12454.45,19701.68,945.30,952.98,6995.50,2569.25,14944.98,27197.36,15176.49,11476.67,865.44,631.47,604.52,19447.44,486.01,469.68,744.12,865.67,8845.68,570.18,185.85,2836.66,533.78,2229.95,731.10,421.07,7445.71,545.55,89.00
1991-05-15,dsm2,base,5,6128.00,5625.00,687.00,996.69,1686.12,1.00,1.00,774.95,1.60,3.64,1.53,3.19,6614.77,6614.77,897.61,10977.63,588.79,1254.12,11614.67,11614.67,1720.12,5226.82,1047.53,13313.09,12487.98,19992.13,977.28,986.41,6955.78,2625.64,15162.40,27631.96,15142.38,11894.70,894.61,643.99,626.34,19737.12,496.72,458.67,780.09,898.76,8744.69,575.14,184.74,2934.07,549.09,2317.08,734.81,429.40,7591.31,557.32,89.00
1991-05-16,dsm2,base,5,6694.00,6210.00,720.00,1558.69,2068.80,0.57,1.00,846.67,1.79,3.80,1.83,3.34,6668.13,6668.13,909.45,11149.18,607.96,1291.33,11793.64,11793.64,1778.57,5470.87,1078.94,13403.54,12536.29,20360.39,1008.95,1015.87,7110.03,2676.33,15283.13,28465.40,15125.15,12236.83,903.59,647.84,641.58,20139.91,504.90,448.94,819.49,910.10,8699.53,592.36,190.26,2994.13,561.30,2417.19,747.24,434.90,7757.10,566.30,89.00
1991-05-17,dsm2,base,5,6900.00,6381.00,751.00,1363.17,3364.85,0.00,1.00,879.85,2.20,3.89,2.47,3.31,7010.08,7010.08,923.01,11376.86,630.96,1347.56,12148.80,12148.80,1859.69,5615.54,1124.17,13656.50,12677.86,20939.58,1043.24,1056.23,7456.09,2854.45,15707.30,29519.27,15375.80,12636.77,916.16,651.24,655.96,20828.49,527.47,438.61,856.04,973.48,8849.88,586.75,198.11,3142.09,570.36,2556.17,757.15,440.25,7915.08,575.24,89.00
1991-05-18,dsm2,base,5,8126.00,7578.00,816.00,995.17,6022.21,0.78,1.00,809.30,2.72,3.87,3.43,3.24,7203.59,7203.59,928.63,11622.05,666.74,1402.02,12272.16,12272.16,1941.54,5741.15,1168.15,13925.34,13003.73,21508.57,1085.12,1094.97,7777.12,2938.97,15924.10,29759.32,15736.38,12841.09,924.20,651.47,672.07,21313.81,544.63,435.69,880.71,1007.43,9497.85,574.71,195.00,3108.03,580.57,2527.93,773.06,444.90,8009.78,583.02,89.00
1991-05-19,dsm2,base,5,8967.00,8442.00,1230.00,3294.13,4004.74,1.00,1.00,763.03,3.30,3.89,4.66,3.18,7074.02,7074.02,942.78,11965.07,705.89,1448.81,12136.97,12136.97,1991.42,5579.07,1200.48,14278.55,13368.26,21918.03,1113.97,1126.89,8004.78,2904.82,15907.19,29553.80,16191.85,12650.23,937.77,655.96,696.39,21377.00,554.32,439.77,896.62,989.55,10144.32,543.42,189.92,3012.90,596.52,2414.23,819.62,450.72,8068.67,594.04,89.00
1991-05-20,dsm2,base,5,8266.00,7785.00,1500.00,4839.80,1542.21,0.56,1.00,717.02,3.72,3.94,5.66,3.13,7147.31,7147.31,1029.55,12304.06,725.78,1519.62,12177.35,12177.35,2072.40,5493.36,1252.77,14719.58,13661.98,22166.65,1173.80,1186.81,8217.84,2987.37,16102.44,29461.04,16789.70,12327.46,1026.90,699.92,735.91,21671.69,572.94,438.03,906.88,1019.42,10752.77,546.35,180.44,3032.33,606.58,2420.32,843.16,472.19,8142.33,619.49,89.00
1991-05-21,dsm2,base,5,8084.00,7587.00,1620.00,3875.26,2381.02,0.00,1.00,528.13,3.98,3.95,6.34,3.11,7547.67,7547.67,1125.27,12439.87,747.45,1612.98,12528.58,12528.58,2152.13,5553.31,1328.12,15148.15,14032.03,22435.04,1243.71,1256.45,8544.26,3271.91,16593.36,29494.49,17216.07,12530.98,1122.06,791.85,802.43,21973.81,610.46,435.59,916.24,1124.64,11584.03,584.80,193.77,3176.37,647.38,2587.45,772.73,500.92,8399.69,674.06,89.00
1991-05-22,dsm2,base,5,8101.00,7596.00,1630.00,3156.87,3245.83,0.00,1.00,442.06,4.13,3.92,6.66,3.09,7971.68,7971.68,1171.79,12528.43,749.62,1713.18,12886.39,12886.39,2214.28,5622.21,1407.68,15574.73,14400.70,22581.71,1317.97,1328.97,8933.21,3506.94,16942.30,29225.40,17662.53,12749.37,1169.02,852.53,816.47,22151.79,660.19,434.59,948.84,1217.43,12271.84,618.68,195.37,3271.91,706.21,2705.82,676.50,515.42,8578.11,729.37,89.00
1991-05-23,dsm2,base,5,7725.00,7209.00,1250.00,2290.59,3164.84,0.00,1.00,425.06,3.97,3.86,6.31,3.04,7982.08,7982.08,1187.34,12762.27,704.16,1779.82,12977.54,12977.54,2272.92,5552.95,1466.25,15999.54,14907.72,22632.77,1367.15,1380.46,9304.43,3519.84,17013.95,28841.88,17848.12,12840.52,1182.49,852.05,791.95,22009.39,694.85,439.64,1017.82,1259.25,12900.51,623.11,193.24,3285.46,730.91,2740.23,531.55,528.55,8787.74,753.14,89.00
