datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,oh4,rsl,vcu,mtz
2006-11-24,SCHISM,base,4,13303.16,10564.31,2256.22,9241.56,-522.14,-4227.22,1.00,0.00,4.06,88.80,176.50,698.64,549.43,489.50,400.99,779.55,439.20,760.16,21489.10,2248.40,8386.60,2334.62,394.40,6003.48,2797.01,680.88,610.94,693.95,767.17,180.16,13046.23,1770.95,11919.36,8496.87,13727.52,1644.04,171.25,540.41,439.20,400.99,16623.75
2006-11-25,SCHISM,base,4,13632.45,10942.08,2234.45,9530.07,-537.77,-6358.66,1.00,0.00,3.59,88.20,219.50,757.27,567.46,536.42,412.26,779.96,439.20,779.34,21354.57,2256.14,8387.47,2343.31,382.05,5986.21,2767.44,691.87,641.58,704.11,779.96,176.25,13157.45,1809.66,11814.87,8282.50,13794.12,1660.63,180.16,599.67,439.20,412.26,16707.09
2006-11-26,SCHISM,base,4,13393.20,10728.30,2233.11,10127.26,-361.49,-15201.67,1.00,0.00,3.13,88.00,177.80,539.29,591.10,562.22,424.57,794.59,439.20,779.96,21201.05,2273.55,7973.54,2328.44,330.57,5944.98,2773.74,670.28,658.64,718.19,779.96,171.25,13248.13,1836.93,11673.31,8276.55,13804.47,1622.70,171.25,628.25,439.20,424.57,16642.58
2006-11-27,SCHISM,base,4,13744.45,11016.32,2250.15,10269.11,-248.32,-9740.47,1.00,0.00,2.52,86.40,275.60,523.92,613.03,598.41,447.24,799.74,443.22,793.97,20800.23,2242.39,8352.67,2317.82,305.27,5732.89,2721.61,667.38,696.64,723.36,791.09,171.25,13274.43,1881.42,11445.29,8241.18,13622.45,1545.29,171.25,669.66,443.22,447.24,16517.93
2006-11-28,SCHISM,base,4,14172.42,11363.78,2220.88,10212.78,-220.12,-2549.78,1.00,0.00,2.13,84.60,292.10,512.22,651.78,629.71,460.36,799.74,459.51,799.74,19335.32,2055.22,7523.64,2124.47,246.90,5142.26,2443.35,600.50,667.79,729.57,799.74,171.25,13241.59,1853.01,11098.94,8139.89,13383.28,1583.53,171.90,711.15,459.51,460.36,16064.34
2006-11-29,SCHISM,base,4,14724.47,11506.66,2219.62,10197.85,-231.07,-1591.15,1.00,0.00,2.04,84.00,131.00,362.07,690.84,657.19,479.79,785.11,476.20,799.74,17510.17,1789.23,6616.51,1838.70,221.16,4398.22,2190.66,569.97,601.96,738.26,795.82,171.25,13175.89,1742.43,10745.26,8219.63,13175.55,1473.21,171.68,780.16,476.20,479.79,15429.17
2006-11-30,SCHISM,base,4,14434.37,11145.41,2219.56,10460.48,-243.16,-3366.93,1.00,0.00,2.47,85.20,97.60,340.76,697.68,698.09,485.91,792.32,530.96,799.74,17756.43,1699.10,5915.08,1752.46,208.81,4229.93,2158.07,496.03,580.64,750.24,781.61,171.25,13136.15,1719.79,10647.77,8004.80,13156.10,1326.79,174.07,823.81,530.96,485.91,15109.50
2006-12-01,SCHISM,base,4,13804.44,10481.64,2178.03,10381.90,-364.36,-5167.35,1.00,0.00,3.32,86.60,105.40,469.76,701.62,733.09,500.03,799.74,563.69,799.74,19338.60,1877.90,6621.15,1940.90,224.19,4607.94,2266.59,595.70,597.16,753.75,798.71,171.25,13102.10,1780.78,10894.75,7640.43,13388.97,1264.26,173.42,867.53,563.69,500.03,15323.18
2006-12-02,SCHISM,base,4,13520.27,10251.98,2149.86,10415.90,-557.97,22113.04,1.00,0.00,4.37,87.20,89.60,647.57,702.86,751.28,509.51,782.23,622.21,799.74,20709.63,1967.08,7495.04,2048.99,251.65,4997.97,2378.62,674.23,649.49,758.92,798.91,171.25,13214.44,1831.64,11022.39,7257.02,13506.93,1376.76,171.47,881.87,622.21,509.51,15562.78
2006-12-03,SCHISM,base,4,13330.69,10056.97,2123.29,10465.97,-591.03,24932.58,1.00,0.00,5.32,88.80,71.70,662.73,705.35,761.39,520.24,763.04,681.08,785.73,21531.22,1976.06,7775.37,2070.60,277.74,5195.08,2401.75,709.29,687.93,765.11,782.02,171.25,13193.66,1840.86,10955.17,7383.01,13500.74,1471.82,150.37,885.56,681.08,520.24,15731.85
2006-12-04,SCHISM,base,4,13064.07,9782.48,2106.45,8957.85,-577.76,14693.27,1.00,0.00,5.93,89.40,63.10,640.86,702.45,759.54,520.24,760.16,725.85,763.04,22909.92,2184.07,8877.58,2280.13,375.23,5878.32,2617.53,800.56,749.83,766.55,764.70,171.25,13088.68,1887.30,11222.28,7407.94,13723.68,1575.61,150.37,880.23,725.85,520.24,16520.39
2006-12-05,SCHISM,base,4,13053.07,9811.19,2090.43,8187.40,-578.41,21188.82,1.00,0.00,6.10,89.40,60.40,638.81,690.84,747.56,520.24,759.12,765.11,760.16,23635.91,2297.72,9611.52,2404.83,442.59,6357.64,2771.07,825.24,796.44,768.62,760.16,171.25,13122.73,1915.68,11247.30,7736.11,13937.91,1778.81,150.37,881.67,765.11,520.24,17039.00
2006-12-06,SCHISM,base,4,13136.82,9946.07,2073.01,7882.56,-574.60,18847.16,1.00,0.00,5.76,89.40,59.90,634.50,693.74,758.30,520.24,747.97,819.69,760.16,23439.00,2273.55,9516.65,2379.20,425.84,6353.34,2774.88,809.41,804.68,773.36,760.16,170.60,13181.59,1909.81,11088.38,8321.53,13963.42,1833.79,150.37,896.61,819.69,520.24,17319.87
2006-12-07,SCHISM,base,4,13238.96,10024.59,2049.37,9202.57,-577.18,6220.43,1.00,0.00,5.16,89.80,79.80,656.98,700.17,769.03,520.24,753.96,934.22,749.21,23079.89,2281.29,9345.01,2364.54,406.31,6301.93,2773.74,780.58,803.03,775.84,740.95,159.07,13205.73,1908.24,10938.45,8744.05,13947.58,1810.24,150.37,903.16,934.22,520.24,17420.44
2006-12-08,SCHISM,base,4,12980.01,9838.05,2022.48,8587.69,-516.44,-23613.19,1.00,0.00,4.02,89.80,-10.10,506.34,720.26,789.23,520.24,785.32,1016.10,757.47,23298.64,2453.75,9879.95,2511.05,468.60,6790.87,2985.18,834.70,830.79,776.25,747.97,150.37,13213.10,1957.90,11104.40,8593.76,14194.10,1834.19,146.89,905.00,1016.10,520.24,17851.73
2006-12-09,SCHISM,base,4,14354.86,11101.04,2012.84,9264.58,113.92,-11573.20,1.00,0.00,2.92,87.80,61.40,-52.52,713.43,795.21,531.80,798.50,1035.20,770.89,23782.24,2580.53,10397.85,2648.17,420.75,7142.19,3103.85,832.64,860.97,777.90,766.76,150.37,13266.89,2002.21,10932.65,8652.37,14244.68,1953.41,141.66,906.43,1035.20,531.80,18026.04
2006-12-10,SCHISM,base,4,16261.64,12899.30,2072.70,9545.01,706.05,31830.39,1.00,0.00,2.28,85.00,76.50,-629.55,712.81,792.32,548.80,793.35,1042.10,781.61,21667.50,2330.76,9049.66,2405.99,238.25,6220.70,2718.55,618.04,829.97,778.72,796.65,155.59,13334.23,1908.63,10162.32,9493.65,13545.56,1880.64,147.32,911.13,1042.10,548.80,17148.40
2006-12-11,SCHISM,base,4,16463.85,13070.41,2104.50,11029.98,926.27,2609.65,1.00,0.00,1.77,84.00,27.20,-899.07,721.09,803.03,560.33,799.74,1063.19,798.29,19404.21,2040.23,6802.98,2091.42,204.04,4962.17,2403.68,458.67,767.17,760.36,796.24,158.85,13180.75,1823.00,9744.44,9853.07,12916.78,1516.92,157.33,912.16,1063.19,560.33,16229.09
2006-12-12,SCHISM,base,4,17464.43,14046.55,2142.72,10288.07,1729.45,-5382.22,1.00,0.00,1.43,83.20,6.10,-1723.35,736.60,789.44,560.96,784.49,1074.13,805.91,18548.07,2037.69,6113.88,2076.05,196.23,4604.08,2329.02,443.43,721.50,760.16,799.74,159.72,12965.49,1821.04,9643.30,8665.62,12704.12,1390.14,150.37,906.63,1074.13,560.96,15598.39
2006-12-13,SCHISM,base,4,18617.69,15238.26,2294.79,10467.57,1868.04,-4546.65,1.00,0.00,1.28,83.00,1.90,-1866.14,749.62,806.73,588.17,779.96,1088.31,807.15,17956.37,1990.51,5566.89,2033.60,196.23,4261.19,2205.01,391.85,663.01,760.16,780.78,170.60,12833.61,1799.05,9553.99,7545.88,12581.74,1343.19,150.37,929.12,1088.31,588.17,15067.33
2006-12-14,SCHISM,base,4,20546.89,17143.50,2256.10,11390.12,1484.49,-3847.06,1.00,0.00,1.48,83.00,89.90,-1394.59,762.22,827.71,607.18,755.41,1093.57,822.37,18052.66,2036.33,5285.68,2084.22,194.49,4146.24,2142.15,407.58,600.08,763.46,777.90,171.25,12676.19,1800.03,9586.99,7067.68,12579.72,1236.35,150.37,954.83,1093.57,607.18,14812.35
2006-12-15,SCHISM,base,4,24384.68,20950.71,2393.01,11603.84,1032.59,10787.42,1.00,0.00,2.03,83.20,182.10,-850.49,762.63,883.30,619.29,728.33,1105.11,818.87,18636.43,2116.89,5337.66,2197.06,194.93,4157.35,2136.32,544.82,550.06,772.33,750.24,172.55,12536.60,1836.74,9642.44,6686.09,12610.54,1132.19,167.55,1025.86,1105.11,619.29,14706.26
2006-12-16,SCHISM,base,4,26188.70,22576.03,2455.67,11157.23,787.09,13029.28,1.00,0.00,2.57,82.00,184.50,-602.59,758.71,905.82,620.12,702.03,1112.99,783.46,19113.87,2285.93,5166.67,2377.65,194.93,4149.20,2194.73,680.25,568.92,782.64,726.06,171.25,12442.90,1857.13,9761.69,6183.02,12660.70,1004.52,244.52,1064.61,1112.99,620.12,14897.17
2006-12-17,SCHISM,base,4,24919.92,21322.65,2455.18,11772.82,-95.29,41637.72,1.00,0.00,3.21,81.60,160.50,255.79,734.74,897.22,610.94,665.71,1125.12,723.36,17968.98,2152.05,4066.50,2258.65,211.19,3658.70,2065.35,707.01,591.31,791.09,690.63,171.25,12375.61,1835.76,9474.98,5479.03,12470.71,1030.73,194.06,1056.70,1125.12,610.94,14322.02
2006-12-18,SCHISM,base,4,22766.82,19264.24,2447.64,11753.60,-425.38,27210.14,1.00,0.00,4.00,81.60,134.50,559.88,722.12,875.93,606.14,660.93,1132.39,694.57,17627.91,2160.01,3543.34,2256.53,235.01,3160.23,1978.80,740.53,636.59,795.21,664.47,171.25,12197.87,1792.96,9436.40,4217.34,12268.96,957.89,178.20,1028.90,1132.39,606.14,14141.50
2006-12-19,SCHISM,base,4,20410.97,16979.46,2470.56,11686.75,-444.28,27714.68,1.00,0.00,4.54,81.60,111.50,555.78,702.24,837.98,589.85,660.93,1142.69,677.55,17295.26,2189.11,3363.95,2289.02,222.46,2899.29,1925.46,746.11,698.92,788.41,660.72,175.16,11963.54,1751.28,9334.61,3194.25,12108.65,951.36,124.25,986.82,1142.69,589.85,13664.05
2006-12-20,SCHISM,base,4,18454.42,15052.67,2487.67,11627.27,-508.49,26999.50,1.00,0.00,5.02,82.00,115.20,623.69,686.27,820.52,568.29,643.46,1162.67,667.38,17004.57,2172.82,3273.14,2280.32,196.23,2709.00,1825.16,779.96,736.81,778.93,655.32,190.15,11794.70,1704.62,9157.29,2705.37,11891.59,924.01,129.47,960.95,1162.67,568.29,13205.39
2006-12-21,SCHISM,base,4,17555.36,14147.23,2495.45,11065.94,-31.97,18640.24,1.00,0.00,5.21,81.80,85.30,117.27,668.83,787.38,552.58,642.83,1194.71,664.05,17175.13,2269.30,3513.52,2363.96,190.58,2707.66,1777.05,803.65,790.26,764.70,644.91,193.41,11580.66,1654.31,9044.80,2622.89,11673.65,908.27,145.80,931.97,1194.71,552.58,12917.12
2006-12-22,SCHISM,base,4,17709.12,14198.79,2549.24,11606.48,251.76,20040.21,1.00,0.00,4.96,81.00,72.10,-179.66,661.56,806.32,541.46,644.29,1206.79,656.36,16788.07,2210.24,3466.97,2310.28,191.67,2615.61,1664.38,842.09,797.88,750.45,641.58,200.13,11408.06,1612.03,8601.26,2616.76,11405.68,876.96,138.40,939.12,1206.79,541.46,12635.45
2006-12-23,SCHISM,base,4,17677.19,14199.00,2562.56,11556.86,249.02,14530.34,1.00,0.00,4.53,79.00,68.50,-180.52,666.54,807.56,543.56,627.63,1209.80,657.61,15800.85,2105.23,3055.17,2186.01,193.41,2469.52,1573.63,803.65,802.00,726.06,642.62,190.37,11259.73,1564.91,8136.56,2831.90,11103.03,848.66,144.93,944.63,1209.80,543.56,12288.04
2006-12-24,SCHISM,base,4,17549.35,14153.70,2583.86,12061.34,253.71,4106.58,1.00,0.00,3.91,80.60,38.90,-214.81,668.00,824.01,560.54,618.45,1209.80,646.58,15265.65,2026.59,2719.51,2089.67,193.41,2322.45,1504.01,788.82,802.82,706.38,622.62,174.29,11013.35,1526.65,7745.44,2823.51,10716.53,777.90,150.37,961.56,1209.80,560.54,11928.67
2006-12-25,SCHISM,base,4,17067.52,13699.37,2593.90,11775.07,266.20,-14531.15,1.00,0.00,3.11,82.00,29.40,-236.80,666.34,828.53,567.46,620.75,1195.11,627.42,15608.37,2070.21,2871.13,2121.94,195.14,2293.66,1476.39,814.14,813.11,690.42,618.66,171.25,10608.92,1484.54,7550.30,2726.39,10384.13,723.36,150.37,961.96,1195.11,567.46,11673.48
2006-12-26,SCHISM,base,4,16226.39,12846.17,2597.32,12145.88,93.22,-48171.51,1.00,0.00,2.34,82.80,297.40,204.18,670.91,836.54,587.13,620.75,1169.72,623.04,17169.38,2334.81,3672.54,2362.41,196.01,2629.60,1526.84,888.01,854.61,678.18,620.75,169.94,10181.74,1447.34,7708.45,2674.20,10329.75,682.54,159.51,958.70,1169.72,587.13,11833.33
2006-12-27,SCHISM,base,4,17873.07,14337.27,2619.46,11928.10,226.22,26535.76,1.00,0.00,2.08,78.80,326.50,100.28,703.28,880.64,609.27,614.28,1151.77,620.75,16620.15,2330.57,5095.60,2448.74,195.58,2963.16,1478.78,1025.25,875.93,682.12,616.37,168.42,10036.97,1446.35,7279.68,2790.72,10339.18,904.79,157.98,1032.76,1151.77,609.27,12130.96
2006-12-28,SCHISM,base,4,22432.64,18697.61,2661.47,11426.64,212.47,-4170.23,1.00,0.00,2.31,79.60,103.20,-109.27,737.22,933.00,633.88,608.23,1151.77,622.21,13317.52,1908.44,3341.92,1962.78,199.48,2201.13,1295.35,858.92,767.17,656.57,613.03,171.25,10134.31,1444.75,6560.80,4096.18,10131.90,846.61,159.51,1072.72,1151.77,633.88,11537.19
2006-12-29,SCHISM,base,4,28133.78,24271.38,2627.72,11246.65,200.79,-1203.16,1.00,0.00,2.98,79.60,81.20,-119.59,734.54,933.61,660.31,600.71,1151.77,621.58,14387.93,1982.70,2794.91,2050.74,199.27,2289.60,1293.54,763.87,754.79,644.29,600.71,171.25,10010.13,1427.63,6575.45,4557.19,10141.53,746.11,160.38,1059.95,1151.77,660.31,11452.76
2006-12-30,SCHISM,base,4,27012.29,23025.56,2638.24,10868.04,185.00,15899.78,1.00,0.00,3.87,79.20,65.70,-119.30,732.26,915.02,656.57,604.89,1151.77,615.95,14995.17,2100.17,2642.43,2186.78,195.36,2282.06,1299.96,722.54,758.71,638.67,600.71,171.25,9904.07,1402.51,6520.43,4034.02,10089.26,665.09,190.58,1021.18,1151.77,656.57,11381.37
2006-12-31,SCHISM,base,4,22973.53,19242.90,2658.57,11707.59,6.11,24410.14,1.00,0.00,4.83,79.00,59.30,53.19,724.19,891.90,672.36,624.50,1151.77,623.46,15948.73,2254.20,2789.00,2360.10,201.65,2249.56,1310.17,722.74,763.66,635.96,608.02,171.25,9782.22,1362.38,6597.95,2923.82,9985.52,631.38,158.42,983.15,1151.77,672.36,11326.77
2007-01-01,SCHISM,base,4,20350.49,16843.07,2661.43,10664.89,-654.86,30038.94,1.00,0.00,5.43,79.00,57.10,711.96,722.95,856.45,680.67,624.92,1162.87,641.79,15820.50,2282.06,2851.14,2397.70,205.99,2144.28,1273.29,712.60,758.92,627.21,622.83,171.25,9703.20,1324.19,6539.55,2379.20,9811.18,657.81,112.94,948.30,1162.87,680.67,11092.30
2007-01-02,SCHISM,base,4,18906.00,15464.42,2644.71,9350.57,-699.79,26747.07,1.00,0.00,5.84,81.20,40.60,740.39,741.36,828.74,672.57,630.54,1179.60,646.37,15526.53,2304.49,2813.22,2405.99,189.93,2076.44,1229.11,683.37,746.73,622.62,625.33,171.25,9626.72,1286.53,6461.43,2281.09,9597.19,660.10,129.47,926.05,1179.60,672.57,10912.33
2007-01-03,SCHISM,base,4,17702.01,14322.53,2624.45,9421.61,-683.51,18088.34,1.00,0.00,5.83,81.60,152.90,836.41,728.74,811.06,666.13,633.67,1190.48,650.32,15947.55,2419.48,3126.56,2520.65,180.16,2138.85,1204.37,687.93,735.36,620.75,639.50,171.25,9430.34,1244.58,6554.02,2192.79,9434.67,648.24,139.92,904.59,1190.48,666.13,10941.35
2007-01-04,SCHISM,base,4,17721.86,14263.93,2610.56,9314.45,-432.68,27050.43,1.00,0.00,5.32,77.20,326.50,759.18,731.85,804.88,655.32,640.75,1190.48,642.83,16122.06,2486.06,3458.14,2616.57,181.68,2264.27,1186.25,728.33,713.43,620.75,636.59,168.64,9265.66,1209.20,6481.64,2314.15,9386.73,658.23,147.54,907.66,1190.48,655.32,10963.88
2007-01-05,SCHISM,base,4,18628.49,14612.88,2609.26,8345.70,-541.19,42948.01,1.00,0.00,4.46,75.00,102.40,643.59,718.81,834.49,657.61,640.75,1181.61,646.79,12113.05,1999.48,2359.52,2111.84,190.37,1636.54,1018.54,680.25,633.46,620.75,640.75,168.64,9396.43,1239.56,5683.57,2629.21,9231.17,649.49,150.37,926.66,1181.61,657.61,10242.20
2007-01-06,SCHISM,base,4,18434.84,14793.17,2601.26,8366.12,-591.62,15472.18,1.00,0.00,3.75,74.20,67.20,658.82,729.37,842.50,675.89,633.04,1158.43,660.31,11479.10,1866.73,1526.84,1944.62,195.58,1456.50,970.93,549.85,609.90,636.17,640.75,153.20,9177.76,1208.40,5510.38,2716.26,8740.04,595.28,154.94,918.29,1158.43,675.89,9563.32
2007-01-07,SCHISM,base,4,18852.44,15381.31,2601.52,8265.09,-668.43,6446.29,1.00,0.00,2.89,74.40,76.30,744.73,727.92,825.66,669.66,629.09,1143.70,651.57,11163.64,1833.21,1365.58,1894.74,196.45,1379.16,931.77,537.89,580.22,640.75,622.21,150.37,8684.62,1171.13,5365.99,2261.17,8345.85,537.26,150.37,890.47,1143.70,669.66,8956.88
2007-01-08,SCHISM,base,4,17992.81,14822.59,2607.87,8827.31,-695.07,-10413.09,1.00,0.00,2.06,75.40,66.90,761.97,713.01,824.01,659.06,627.42,1112.18,646.37,11443.37,1915.87,1313.98,1958.29,195.58,1334.19,907.04,538.94,566.20,640.75,620.75,150.37,8267.97,1134.21,5294.41,1826.93,8041.66,479.79,158.64,863.63,1112.18,659.06,8610.68
2007-01-09,SCHISM,base,4,17037.83,13916.50,2626.88,8924.74,-770.00,-11257.09,1.00,0.00,1.50,76.80,116.40,886.40,696.23,792.73,651.37,640.75,1073.53,640.75,11933.40,2036.91,1454.31,2063.21,194.27,1346.99,887.40,555.30,558.45,640.75,626.58,150.37,7918.19,1097.01,5214.19,1557.58,7828.16,459.30,150.37,835.72,1073.53,651.37,8538.95
2007-01-10,SCHISM,base,4,16296.67,13198.34,2620.32,8885.76,-781.12,-15074.78,1.00,0.00,1.24,76.00,240.40,1021.52,685.23,775.84,640.75,640.75,1051.03,640.75,13353.82,2199.97,1901.59,2247.82,192.10,1436.59,885.76,581.27,563.27,640.75,640.75,150.37,7767.10,1059.14,5310.40,1485.54,7795.44,470.08,150.37,808.17,1051.03,640.75,8748.05
2007-01-11,SCHISM,base,4,16048.80,12963.34,2613.53,10157.96,-609.20,4654.22,1.00,0.00,1.19,74.60,432.20,1041.40,694.57,763.25,630.54,634.50,1035.20,640.75,11930.20,2077.80,1732.00,2129.91,184.50,1403.50,833.26,572.90,547.12,640.75,638.04,150.37,7775.02,1066.64,4981.17,1576.01,7774.14,486.33,150.37,796.85,1035.20,630.54,8705.36
2007-01-12,SCHISM,base,4,15543.93,12455.23,2594.30,10445.72,-578.44,9799.98,1.00,0.00,1.42,75.40,175.90,754.34,676.10,752.72,616.78,640.75,1035.20,640.75,10638.87,1886.71,1781.37,1925.07,188.41,1264.46,783.05,619.29,517.72,640.75,638.88,150.37,7766.75,1107.74,4764.14,1906.68,7791.21,416.72,150.37,789.23,1035.20,616.78,8507.70
2007-01-13,SCHISM,base,4,14661.38,11584.29,2583.84,10657.15,-610.85,-6417.34,1.00,0.00,1.91,77.20,145.90,756.75,663.63,731.64,601.76,641.38,1022.40,644.71,12651.67,1908.05,1506.99,1949.11,194.49,1244.79,771.09,563.90,508.88,640.75,640.75,157.98,7624.91,1085.07,4695.17,2261.75,7632.67,431.78,150.37,767.17,1022.40,601.76,8621.67
2007-01-14,SCHISM,base,4,14323.79,11240.74,2605.94,10498.69,-602.33,9001.30,1.00,0.00,2.64,78.40,98.30,700.63,648.04,697.26,582.74,657.40,1005.13,651.37,15449.15,1984.07,1918.02,2045.88,195.36,1408.69,804.88,542.72,530.75,640.75,644.91,160.16,7483.03,1034.18,4698.48,2335.59,7539.35,402.06,150.37,722.12,1005.13,582.74,8702.40
2007-01-15,SCHISM,base,4,14130.50,11050.14,2614.06,6459.78,-622.90,15685.13,1.00,0.00,3.40,80.80,85.30,708.20,657.61,677.55,575.20,660.72,981.93,654.28,16338.20,1986.99,2266.97,2062.43,195.36,1533.19,800.56,519.19,536.84,640.75,660.72,156.90,7338.62,996.38,4530.69,2051.33,7398.39,424.57,150.37,684.20,981.93,575.20,9033.51
2007-01-16,SCHISM,base,4,13622.07,10549.85,2630.74,6270.90,-618.24,9819.82,1.00,0.00,4.11,81.80,74.00,692.24,644.08,659.27,564.31,660.72,946.26,661.14,17129.96,2116.70,2855.52,2199.19,194.93,1755.81,801.18,506.77,531.38,640.75,660.72,156.24,7148.93,960.33,4560.68,2038.08,7384.78,433.90,157.33,664.67,946.26,564.31,9750.65
2007-01-17,SCHISM,base,4,13688.53,10540.79,2663.58,6322.73,-607.96,20442.50,1.00,0.00,4.80,81.80,61.60,669.56,633.25,642.62,560.96,655.94,920.54,665.50,17811.11,2209.08,3513.52,2311.64,199.92,1999.48,804.88,505.30,520.03,640.75,660.72,155.59,7049.93,929.32,4650.75,2259.43,7594.23,453.80,150.37,650.12,920.54,560.96,10331.98
2007-01-18,SCHISM,base,4,13898.95,10789.74,2625.73,6303.85,-693.50,23571.68,1.00,0.00,5.21,82.00,64.00,757.50,629.71,633.04,560.54,640.75,906.43,674.02,17219.45,2179.61,3474.86,2279.35,201.65,2024.25,789.44,475.78,507.83,642.83,640.96,154.72,7163.29,912.77,4581.65,2721.99,7692.78,485.07,150.37,639.08,906.43,560.54,10616.96
2007-01-19,SCHISM,base,4,13717.64,10613.69,2597.68,6329.56,-719.47,18648.64,1.00,0.00,5.23,81.60,107.50,826.97,620.54,627.21,550.48,635.34,888.63,665.71,17077.09,2209.27,3627.08,2311.83,202.74,2120.00,803.24,466.07,494.77,658.23,640.13,154.72,7240.37,883.51,4654.05,3044.56,7784.88,492.66,150.37,631.17,888.63,550.48,10839.93
